Category,Specification,Main Category,Market,Region,Price,Date,Lat,Lon
Eggplant,KG,Lowland Vegetables,Numancia Public Market,Western Visayas (Region VI),80.0,10/07/2023,11.70425583,122.3310493
Squash,KG,Lowland Vegetables,Numancia Public Market,Western Visayas (Region VI),30.0,10/07/2023,11.70425583,122.3310493
String Beans,KG,Lowland Vegetables,Numancia Public Market,Western Visayas (Region VI),40.0,10/07/2023,11.70425583,122.3310493
Tomato,KG,Lowland Vegetables,Numancia Public Market,Western Visayas (Region VI),100.0,10/07/2023,11.70425583,122.3310493
Washed Sugar,KG,Other,Iloilo Central Market,Western Visayas (Region VI),88.0,10/07/2023,10.6929,122.56972
Premium (Local),KG,Rice,Numancia Public Market,Western Visayas (Region VI),45.0,10/07/2023,11.70425583,122.3310493
Regular Milled (Local),KG,Rice,Numancia Public Market,Western Visayas (Region VI),42.0,10/07/2023,11.70425583,122.3310493
Special (Imported),KG,Rice,Numancia Public Market,Western Visayas (Region VI),50.0,10/07/2023,11.70425583,122.3310493
Special (Local),KG,Rice,Numancia Public Market,Western Visayas (Region VI),46.0,10/07/2023,11.70425583,122.3310493
Well-milled (Local),KG,Rice,Numancia Public Market,Western Visayas (Region VI),43.0,10/07/2023,11.70425583,122.3310493
Ginger,KG,Spices,Numancia Public Market,Western Visayas (Region VI),80.0,10/07/2023,11.70425583,122.3310493
Red Onion,KG,Spices,Numancia Public Market,Western Visayas (Region VI),200.0,10/07/2023,11.70425583,122.3310493
White Onion,KG,Spices,Numancia Public Market,Western Visayas (Region VI),250.0,10/07/2023,11.70425583,122.3310493
Milkfish,KG,Fish,Bankerohan Public Market,Davao Region (Region XI),190.0,11/04/2023,7.0685,125.60152
Milkfish,KG,Fish,Agdao Public Market,Davao Region (Region XI),220.0,11/04/2023,7.0821,125.62298
Round Scad (Local),KG,Fish,Bankerohan Public Market,Davao Region (Region XI),220.0,11/04/2023,7.0685,125.60152
Round Scad (Local),KG,Fish,Agdao Public Market,Davao Region (Region XI),240.0,11/04/2023,7.0821,125.62298
Tilapia,KG,Fish,Bankerohan Public Market,Davao Region (Region XI),160.0,11/04/2023,7.0685,125.60152
Tilapia,KG,Fish,Agdao Public Market,Davao Region (Region XI),200.0,11/04/2023,7.0821,125.62298
Banana (Lakatan),KG,Fruits,Bankerohan Public Market,Davao Region (Region XI),50.0,11/04/2023,7.0685,125.60152
Banana (Lakatan),KG,Fruits,Agdao Public Market,Davao Region (Region XI),50.0,11/04/2023,7.0821,125.62298
Banana (Latundan),KG,Fruits,Bankerohan Public Market,Davao Region (Region XI),30.0,11/04/2023,7.0685,125.60152
Banana (Latundan),KG,Fruits,Agdao Public Market,Davao Region (Region XI),30.0,11/04/2023,7.0821,125.62298
Mango (Carabao),KG,Fruits,Bankerohan Public Market,Davao Region (Region XI),90.0,11/04/2023,7.0685,125.60152
Papaya,KG,Fruits,Bankerohan Public Market,Davao Region (Region XI),30.0,11/04/2023,7.0685,125.60152
Papaya,KG,Fruits,Agdao Public Market,Davao Region (Region XI),50.0,11/04/2023,7.0821,125.62298
Philippine Lime,KG,Fruits,Bankerohan Public Market,Davao Region (Region XI),70.0,11/04/2023,7.0685,125.60152
Philippine Lime,KG,Fruits,Agdao Public Market,Davao Region (Region XI),65.0,11/04/2023,7.0821,125.62298
Baguio Beans,KG,Highland Vegetables,Bankerohan Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0685,125.60152
Baguio Beans,KG,Highland Vegetables,Agdao Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0821,125.62298
Cabbage,KG,Highland Vegetables,Bankerohan Public Market,Davao Region (Region XI),50.0,11/04/2023,7.0685,125.60152
Cabbage,KG,Highland Vegetables,Agdao Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0821,125.62298
Carrot,KG,Highland Vegetables,Bankerohan Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0685,125.60152
Carrot,KG,Highland Vegetables,Agdao Public Market,Davao Region (Region XI),100.0,11/04/2023,7.0821,125.62298
Chayote,KG,Highland Vegetables,Bankerohan Public Market,Davao Region (Region XI),24.0,11/04/2023,7.0685,125.60152
Chayote,KG,Highland Vegetables,Agdao Public Market,Davao Region (Region XI),39.0,11/04/2023,7.0821,125.62298
Napa Cabbage,KG,Highland Vegetables,Bankerohan Public Market,Davao Region (Region XI),60.0,11/04/2023,7.0685,125.60152
Napa Cabbage,KG,Highland Vegetables,Agdao Public Market,Davao Region (Region XI),95.0,11/04/2023,7.0821,125.62298
White Potato,KG,Highland Vegetables,Bankerohan Public Market,Davao Region (Region XI),130.0,11/04/2023,7.0685,125.60152
White Potato,KG,Highland Vegetables,Agdao Public Market,Davao Region (Region XI),200.0,11/04/2023,7.0821,125.62298
Beef Brisket,KG,Livestock & Poultry Products,Bankerohan Public Market,Davao Region (Region XI),330.0,11/04/2023,7.0685,125.60152
Beef Brisket,KG,Livestock & Poultry Products,Agdao Public Market,Davao Region (Region XI),390.0,11/04/2023,7.0821,125.62298
Beef Rump,KG,Livestock & Poultry Products,Bankerohan Public Market,Davao Region (Region XI),440.0,11/04/2023,7.0685,125.60152
Beef Rump,KG,Livestock & Poultry Products,Agdao Public Market,Davao Region (Region XI),460.0,11/04/2023,7.0821,125.62298
Egg,KG,Livestock & Poultry Products,Bankerohan Public Market,Davao Region (Region XI),7.5,11/04/2023,7.0685,125.60152
Egg,KG,Livestock & Poultry Products,Agdao Public Market,Davao Region (Region XI),8.0,11/04/2023,7.0821,125.62298
Pork Ham,KG,Livestock & Poultry Products,Bankerohan Public Market,Davao Region (Region XI),320.0,11/04/2023,7.0685,125.60152
Pork Ham,KG,Livestock & Poultry Products,Agdao Public Market,Davao Region (Region XI),340.0,11/04/2023,7.0821,125.62298
Pork Liempo,KG,Livestock & Poultry Products,Bankerohan Public Market,Davao Region (Region XI),350.0,11/04/2023,7.0685,125.60152
Pork Liempo,KG,Livestock & Poultry Products,Agdao Public Market,Davao Region (Region XI),390.0,11/04/2023,7.0821,125.62298
Whole Chicken,KG,Livestock & Poultry Products,Bankerohan Public Market,Davao Region (Region XI),172.0,11/04/2023,7.0685,125.60152
Whole Chicken,KG,Livestock & Poultry Products,Agdao Public Market,Davao Region (Region XI),200.0,11/04/2023,7.0821,125.62298
Bittergourd,KG,Lowland Vegetables,Bankerohan Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0685,125.60152
Bittergourd,KG,Lowland Vegetables,Agdao Public Market,Davao Region (Region XI),70.0,11/04/2023,7.0821,125.62298
Chinese Cabbage,KG,Lowland Vegetables,Bankerohan Public Market,Davao Region (Region XI),70.0,11/04/2023,7.0685,125.60152
Chinese Cabbage,KG,Lowland Vegetables,Agdao Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0821,125.62298
Eggplant,KG,Lowland Vegetables,Bankerohan Public Market,Davao Region (Region XI),70.0,11/04/2023,7.0685,125.60152
Eggplant,KG,Lowland Vegetables,Agdao Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0821,125.62298
Squash,KG,Lowland Vegetables,Bankerohan Public Market,Davao Region (Region XI),40.0,11/04/2023,7.0685,125.60152
Squash,KG,Lowland Vegetables,Agdao Public Market,Davao Region (Region XI),40.0,11/04/2023,7.0821,125.62298
String Beans,KG,Lowland Vegetables,Bankerohan Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0685,125.60152
String Beans,KG,Lowland Vegetables,Agdao Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0821,125.62298
Tomato,KG,Lowland Vegetables,Bankerohan Public Market,Davao Region (Region XI),35.0,11/04/2023,7.0685,125.60152
Tomato,KG,Lowland Vegetables,Agdao Public Market,Davao Region (Region XI),60.0,11/04/2023,7.0821,125.62298
Brown Sugar,KG,Other,Bankerohan Public Market,Davao Region (Region XI),70.0,11/04/2023,7.0685,125.60152
Coconut Cooking Oil (1L),KG,Other,Bankerohan Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0685,125.60152
Coconut Cooking Oil (1L),KG,Other,Agdao Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0821,125.62298
Cooking Oil (1L),KG,Other,Bankerohan Public Market,Davao Region (Region XI),73.0,11/04/2023,7.0685,125.60152
Cooking Oil (1L),KG,Other,Agdao Public Market,Davao Region (Region XI),75.0,11/04/2023,7.0821,125.62298
Refined Sugar,KG,Other,Bankerohan Public Market,Davao Region (Region XI),93.0,11/04/2023,7.0685,125.60152
Refined Sugar,KG,Other,Agdao Public Market,Davao Region (Region XI),105.0,11/04/2023,7.0821,125.62298
Washed Sugar,KG,Other,Agdao Public Market,Davao Region (Region XI),80.0,11/04/2023,7.0821,125.62298
Premium (Imported),KG,Rice,Bankerohan Public Market,Davao Region (Region XI),44.0,11/04/2023,7.0685,125.60152
Premium (Imported),KG,Rice,Agdao Public Market,Davao Region (Region XI),45.0,11/04/2023,7.0821,125.62298
Premium (Local),KG,Rice,Bankerohan Public Market,Davao Region (Region XI),43.0,11/04/2023,7.0685,125.60152
Premium (Local),KG,Rice,Agdao Public Market,Davao Region (Region XI),45.0,11/04/2023,7.0821,125.62298
Regular Milled (Local),KG,Rice,Bankerohan Public Market,Davao Region (Region XI),39.0,11/04/2023,7.0685,125.60152
Regular Milled (Local),KG,Rice,Agdao Public Market,Davao Region (Region XI),38.0,11/04/2023,7.0821,125.62298
Special (Local),KG,Rice,Agdao Public Market,Davao Region (Region XI),47.0,11/04/2023,7.0821,125.62298
Well-milled (Local),KG,Rice,Bankerohan Public Market,Davao Region (Region XI),40.0,11/04/2023,7.0685,125.60152
Well-milled (Local),KG,Rice,Agdao Public Market,Davao Region (Region XI),40.0,11/04/2023,7.0821,125.62298
Chili,KG,Spices,Agdao Public Market,Davao Region (Region XI),200.0,11/04/2023,7.0821,125.62298
Garlic (Imported),KG,Spices,Bankerohan Public Market,Davao Region (Region XI),100.0,11/04/2023,7.0685,125.60152
Garlic (Imported),KG,Spices,Agdao Public Market,Davao Region (Region XI),100.0,11/04/2023,7.0821,125.62298
Ginger,KG,Spices,Bankerohan Public Market,Davao Region (Region XI),90.0,11/04/2023,7.0685,125.60152
Ginger,KG,Spices,Agdao Public Market,Davao Region (Region XI),120.0,11/04/2023,7.0821,125.62298
Red Onion,KG,Spices,Bankerohan Public Market,Davao Region (Region XI),150.0,11/04/2023,7.0685,125.60152
Red Onion,KG,Spices,Agdao Public Market,Davao Region (Region XI),150.0,11/04/2023,7.0821,125.62298
White Onion,KG,Spices,Agdao Public Market,Davao Region (Region XI),160.0,11/04/2023,7.0821,125.62298
White Onion (Imported),KG,Spices,Bankerohan Public Market,Davao Region (Region XI),170.0,11/04/2023,7.0685,125.60152
Banana (Lakatan),KG,Fruits,Surigao City Public Market,Caraga (Region XIII),60.0,11/05/2023,9.79,125.49582
Philippine Lime,KG,Fruits,Surigao City Public Market,Caraga (Region XIII),100.0,11/05/2023,9.79,125.49582
Baguio Beans,KG,Highland Vegetables,Surigao City Public Market,Caraga (Region XIII),100.0,11/05/2023,9.79,125.49582
Cabbage,KG,Highland Vegetables,Surigao City Public Market,Caraga (Region XIII),70.0,11/05/2023,9.79,125.49582
Carrot,KG,Highland Vegetables,Surigao City Public Market,Caraga (Region XIII),120.0,11/05/2023,9.79,125.49582
Chayote,KG,Highland Vegetables,Surigao City Public Market,Caraga (Region XIII),25.0,11/05/2023,9.79,125.49582
Napa Cabbage,KG,Highland Vegetables,Surigao City Public Market,Caraga (Region XIII),80.0,11/05/2023,9.79,125.49582
White Potato,KG,Highland Vegetables,Surigao City Public Market,Caraga (Region XIII),150.0,11/05/2023,9.79,125.49582
Beef Brisket,KG,Livestock & Poultry Products,Surigao City Public Market,Caraga (Region XIII),400.0,11/05/2023,9.79,125.49582
Beef Rump,KG,Livestock & Poultry Products,Surigao City Public Market,Caraga (Region XIII),550.0,11/05/2023,9.79,125.49582
Pork Ham,KG,Livestock & Poultry Products,Surigao City Public Market,Caraga (Region XIII),350.0,11/05/2023,9.79,125.49582
Pork Liempo,KG,Livestock & Poultry Products,Surigao City Public Market,Caraga (Region XIII),350.0,11/05/2023,9.79,125.49582
Whole Chicken,KG,Livestock & Poultry Products,Surigao City Public Market,Caraga (Region XIII),210.0,11/05/2023,9.79,125.49582
Bittergourd,KG,Lowland Vegetables,Surigao City Public Market,Caraga (Region XIII),100.0,11/05/2023,9.79,125.49582
Chinese Cabbage,KG,Lowland Vegetables,Surigao City Public Market,Caraga (Region XIII),120.0,11/05/2023,9.79,125.49582
